ProfessorID,Type,Authors,Paper_Title,Year,Journal_Conference,Processed_Title,Keywords
2,Journal,"14- Behdani B, Tajdinian M, Allahbakhshi M, Popov M, Shafie-khah M, Catalao J (2021/0)",Experimentally Validated Extended Kalman Filter Approach for Geomagnetically Induced Currents Measurement ,,,experimentally validated extended kalman filter approach geomagnetically induced currents measurement,approach
2,Journal,"15- Tajdinian M, Allahbakhshi M, Seifi A, Chamorro H, Zareian Jahromi M, Sood V (2020/9)",An enhanced approach for probabilistic evaluation of transient stability ,,,enhanced approach probabilistic evaluation transient stability,approach
2,Journal,"16- Tajdinian M, Allahbakhshi M, Bagheri A, Samet H, Dehghanian P, Malik O (2020/7)",An enhanced sub-cycle statistical algorithm for inrush and fault currents classification in differential protection schemes ,,,enhanced sub cycle statistical algorithm inrush fault currents classification differential protection schemes,
2,Journal,"17- Ghasemi S, Allahbakhshi M, Behdani B, Tajdinian M, Popov M (2020/5)",Probabilistic analysis of switching transients due to vacuum circuit breaker operation on wind turbine step-up transformers ,,,probabilistic analysis switching transients due vacuum circuit breaker operation wind turbine step transformers,analysis
2,Journal,"18- Tajdinian M, Allahbakhshi M, محمدپورفرد , محمدي , Weng , Dong (2020/3)",Probabilistic Framework for Transient Stability Contingency Ranking of Power Grids with Active Distribution Networks: Application in Post Disturbance Security Assessment ,,,probabilistic framework transient stability contingency ranking power grids active distribution networks application post disturbance security assessment,
2,Journal,"19- Goodarzi A, Allahbakhshi M, Tajdinian M, Popov M (2020/10)",A Multi-Criteria Protection Scheme for Online Element Failure Detection in Shunt Capacitor Banks ,,,multi criteria protection scheme online element failure detection shunt capacitor banks,
2,Journal,"20- Sharifinia S, Rastegar M, Allahbakhshi M, Fotuhi-Firuzabad M (2020/1)",Inverse Reliability Evaluation in Power Distribution Systems ,,,inverse reliability evaluation power distribution systems,
2,Journal,"21- Tajdinian M, Allahbakhshi M, Seifi A, Zareian Jahromi M, Behi D (2019/7)",Auxiliary Prony-based algorithm for performance Improvement of DFT phasor estimator against transient of CCVT ,,,auxiliary prony based algorithm performance improvement dft phasor estimator transient ccvt,based
2,Journal,"22- Jarrahi M, Roshandel E, Allahbakhshi M, Ahmadi M (2019/3)",Cost-optimal as a tool for helping in designing distribution transformer using particle swarm optimization ,,,cost optimal tool helping designing distribution transformer using particle swarm optimization,using
2,Journal,"23- Allahbakhshi M, Tajdinian M, Seifi A, Zareian Jahromi M, Bagheri A (2019/3)", A hybrid approach for Immunization of DFT-based phasor estimation method against decaying DC components ,,,hybrid approach immunization dft based phasor estimation method decaying dc components,"method, approach, based"
2,Journal,"24- Tajdinian M, Allahbakhshi M, Behdani B, Behi D, Goodarzi A (2019/11)",Probabilistic Framework for Vulnerability Analysis of Coupling Capacitor Voltage Transformer to Ferroresonance Phenomenon ,,,probabilistic framework vulnerability analysis coupling capacitor voltage transformer ferroresonance phenomenon,analysis
2,Journal,"25- Zareian Jahromi M, Tajdinian M, Zhao , دهقانيان , Allahbakhshi M, Seifi A (2019/11)",An Enhanced Sensitivity-Based Decentralized Framework for Real-Time Transient Stability Assessment in Bulk Power Grids with Renewable Energy Resources ,,,enhanced sensitivity based decentralized framework real time transient stability assessment bulk power grids renewable energy resources,based
2,Journal,"26- Taherian M, Allahbakhshi M, Farjah E, Givi H (2019/1)",A Modular Topology of Marx Generator Using Buck-Boost Converter ,,,modular topology marx generator using buck boost converter,using
2,Journal,"27- Tajdinian M, Allahbakhshi M, Seifi A, Bagheri A (2019/1)",Minimizing the undesirable effect of coupling capacitor voltage transformer on DFT-based phasor estimation method ,,,minimizing undesirable effect coupling capacitor voltage transformer dft based phasor estimation method,"method, based"
2,Journal,"28- Tajdinian M, Allahbakhshi M, Biswal , Malik O, Behi D (2019/0)",Study of the Impact of Switching Transient Over-voltages on Ferro-Resonance of CCVT in Series & Shunt Compensated Power Systems ,,,study impact switching transient voltages ferro resonance ccvt series shunt compensated power systems,study
2,Journal,"29- Tajdinian M, Bagheri A, Allahbakhshi M, Seifi A (2018/7)", Framework for current transformer saturation detection and waveform reconstruction ,,,framework current transformer saturation detection waveform reconstruction,
2,Journal,"30- Tajdinian M, Seifi A, Allahbakhshi M (2018/4)", A Sensitivity Based Approach for Real-Time Evaluation of Transient Stability of Wind Turbines Interconnected to Power Grids ,,,sensitivity based approach real time evaluation transient stability wind turbines interconnected power grids,"approach, based"
2,Journal,"31- Zareian Jahromi M, مهربان , Tajdinian M, Allahbakhshi M (2018/12)",A Novel method to estimate Economic Replacing Time of Transformer Using Monte Carlo Algorithm and ANN ,,,novel method estimate economic replacing time transformer using monte carlo algorithm ann,"method, using"
2,Journal,"32- Tajdinian M, Seifi A, Allahbakhshi M (2018/12)","Calculating probability density function of critical clearing time: Novel Formulation, implementation and application in probabilistic transient stability assessment ",,,calculating probability density function critical clearing time novel formulation implementation application probabilistic transient stability assessment,
2,Journal,"33- Taherian M, Allahbakhshi M, Farjah E, Givi H (2018/1)",An Efficient Structure of Marx Generator Using Buck–Boost Converter ,,,efficient structure marx generator using buck boost converter,using
2,Journal,"34- Tajdinian M, Seifi A, Allahbakhshi M (2018/0)","Transient Stability of Power Grids Comprising Wind Turbines: New Formulation, Implementation, and Application in Real-Time Assessment ",,,transient stability power grids comprising wind turbines new formulation implementation application real time assessment,new
2,Journal,"35- Akbari M, Allahbakhshi M, Mahmoodian R (2017/7)",Heat analysis of the power transformer bushings in the transient and steady states considering the load variations ,,,heat analysis power transformer bushings transient steady states considering load variations,analysis
2,Journal,"36- Tajdinian M, Allahbakhshi M, Seifi A, Bagheri A (2017/6)", Analytical discrete Fourier transformer-based phasor estimation method for reducing transient impact of capacitor voltage transformer ,,,analytical discrete fourier transformer based phasor estimation method reducing transient impact capacitor voltage transformer,"method, based"
2,Journal,"37- Naseri F, Farjah E, Allahbakhshi M, Kazemi Z (2017/12)", Online condition monitoring and fault detection of large supercapacitor banks in electric vehicle applications ,,,online condition monitoring fault detection large supercapacitor banks electric vehicle applications,
2,Journal,"38- Tajdinian M, Seifi A, Allahbakhshi M (2017/11)", Half-cycle method for exponentially DC components elimination applicable in phasor estimation ,,,half cycle method exponentially dc components elimination applicable phasor estimation,method
2,Journal,"39- Allahbakhshi M, Akbari M (2016/5)",Heat Analysis of the Power Transformer Bushings using the Finite Element Method ,,,heat analysis power transformer bushings using finite element method,"method, analysis, using"
2,Journal,"40- Allahbakhshi M, Akbari A (2015/7)",An improved computational approach for thermal modeling of power transformers ,,,improved computational approach thermal modeling power transformers,approach
2,Journal,"41- Allahbakhshi M, Akbari A (2011/9)",Novel fusion approaches for the dissolved gas analysis of insulating oil ,,,novel fusion approaches dissolved gas analysis insulating oil,analysis
2,Journal,"42- Akbari A, Allahbakhshi M, Golpari R (2011/10)",Application of interactive multiple models in thermal modeling of power transformers ,,,application interactive multiple models thermal modeling power transformers,
2,Journal,"43- Allahbakhshi M, Akbari A (2011/1)",A method for discriminating original pulses in online partial discharge measurement ,,,method discriminating original pulses online partial discharge measurement,method
2,Journal,"44- Mazhab Jafari A, Akbari A, Mirzaei H, Kharezi M, Allahbakhshi M (2008/8)",Investigating practical experiments of partial discharge localization in transformers using winding modeling ,,,investigating practical experiments partial discharge localization transformers using winding modeling,using
2,Conference,"1-Behdani B, Allahbakhshi M, Asheralieva , Gheisari M",Analytical Method for Ferroresonance Solutions in Series Compensated Power Systems due to GICs: A Graphical Approach ,,,analytical method ferroresonance solutions series compensated power systems due gics graphical approach,"method, approach"
2,Conference,"2-Bagheri A, Allahbakhshi M, Samet H, Tajdinian M, Seifi A",Distinguishing between Fault and Inrush Current in Presence of the CT Saturation: a New Method Based on Gravity Center in Time ,,,distinguishing fault inrush current presence ct saturation new method based gravity center time,"method, new, based"
2,Conference,"3-Tajdinian M, Samet H, Hamedi A, Hadaeghi A, Bagheri A, Allahbakhshi M, Seifi A",Enhancing Immunity of Full-Cycle Discrete Fourier Transform Against Decaying DC Components: a Comparative Analysis ,,,enhancing immunity full cycle discrete fourier transform decaying dc components comparative analysis,analysis
2,Conference,"4-Allahbakhshi M, Akbari A",An experimental review on application of wavelet transform on partial discharge evaluation of power transformers ,,,experimental review application wavelet transform partial discharge evaluation power transformers,
2,Conference,5-Allahbakhshi M,An Efficient Noise Rejection Method for Online PD Measuring in Generators ,,,efficient noise rejection method online pd measuring generators,method
2,Conference,6-Allahbakhshi M,New attempts in automated partial discharge identification using pulse sequence analysis ,,,new attempts automated partial discharge identification using pulse sequence analysis,"new, analysis, using"
2,Conference,7-Allahbakhshi M, a new approach for separating internal and external PD pulses in the ultra-wide-band measuring system ,,,new approach separating internal external pd pulses ultra wide band measuring system,"new, approach"
2,Conference,8-Allahbakhshi M,Partial Discharge Identification Using Pulse Sequence Analysis and Neural Networks ,,,partial discharge identification using pulse sequence analysis neural networks,"analysis, using"
2,Conference,9-Allahbakhshi M,The characteristics of hardware and software modules for PD localization in power transformers using winding modeling ,,,characteristics hardware software modules pd localization power transformers using winding modeling,using
2,Conference,10-Allahbakhshi M,An algorithm for partial discharge localization in transformers using winding design data ,,,algorithm partial discharge localization transformers using winding design data,using
2,Conference,11-Allahbakhshi M,Multiple Model Data Fusion for DGA Techniques ,,,multiple model data fusion dga techniques,model
2,Conference,12-Allahbakhshi M,Discrimination between Insulation Degradation and Faulty Conditions in Condenser Bushing Using On-line Power Factor Monitoring ,,,discrimination insulation degradation faulty conditions condenser bushing using line power factor monitoring,using
2,Conference,13-Allahbakhshi M,Effect of asymmetrical dimensions in Short circuit forces of power transformers ,,,effect asymmetrical dimensions short circuit forces power transformers,
2,Conference,"14-Behdani B, Allahbakhshi M, Tajdinian M","A Method for Measurement, and Monitoring of Earth Return Current Flow in Medium Voltage ",,,method measurement monitoring earth return current flow medium voltage,method
